timestamp,test-class,test-method,time,description,result
2021-06-08 21:18:56.171,acme.testing.anonymous.shout.AnonymousListTest,listAll,1570,"[1] recordIndex=0, moment=2021/05/31 19:30, author=Jhon Doe, text=I'm happy!, info=null",Expected value '2021/05/31 19:30' in attribute 0 of record 0, but found '2021/06/01 18:39'
2021-06-08 21:18:57.407,acme.testing.anonymous.shout.AnonymousListTest,listAll,980,"[2] recordIndex=1, moment=2021/05/31 12:55, author=Francisco, text=I'm sad!, info=http://www.realmadrid.com",Expected value '2021/05/31 12:55' in attribute 0 of record 1, but found '2021/06/02 12:29'
2021-06-08 21:18:58.611,acme.testing.anonymous.shout.AnonymousListTest,listAll,992,"[3] recordIndex=2, moment=2021/05/31 01:30, author=Javier, text=I love github!, info=http://github.com",Expected value '2021/05/31 01:30' in attribute 0 of record 2, but found '2021/06/03 13:19'
2021-06-08 21:18:59.82,acme.testing.anonymous.shout.AnonymousListTest,listAll,1000,"[4] recordIndex=3, moment=2021/06/01 12:55, author=Fernando, text=Good work as a team!, info=https://www.google.com",Expected value '2021/06/01 12:55' in attribute 0 of record 3, but found '2021/06/04 14:09'
2021-06-08 21:19:01.028,acme.testing.anonymous.shout.AnonymousListTest,listAll,999,"[5] recordIndex=4, moment=2021/06/01 12:55, author=Manuel, text=We have a reunion today, info=https://discord.com",Expected value '2021/06/01 12:55' in attribute 0 of record 4, but found '2021/06/05 15:39'
2021-06-08 21:19:12.235,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3364,"[1] recordIndex=5, author=ATH-01, text=Text 1, info=http://www.example.com",Expected value 'ATH-01' in attribute 1 of record 5, but found 'Shout_author6'
2021-06-08 21:19:15.15,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,2713,"[2] recordIndex=6, author=ATH-02, text=Text 2, info=http://www.example.com",Record index 6 is out of range
2021-06-08 21:19:18.087,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,2723,"[3] recordIndex=7, author=ATH-03, text=Text 3, info=http://www.example.com",Record index 7 is out of range
2021-06-08 21:19:21.03,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,2737,"[4] recordIndex=8, author=ATH-04, text=viagra esto debería aceptar el spam porque supera el umbral predefinido, info=http://www.example.com",Record index 8 is out of range
2021-06-08 21:19:23.959,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,2723,"[5] recordIndex=9, author=ATH-05, text=Text 5, info=null",Record index 9 is out of range
2021-06-08 21:19:25.963,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1801,"[1] recordIndex=0, author=null, text=Text 1, info=http://www.example.com",OK
2021-06-08 21:19:27.979,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1808,"[2] recordIndex=1, author=Alex, text=Text 2, info=http://www.example.com",OK
2021-06-08 21:19:30.05,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1847,"[3] recordIndex=2, author=Alejandro Manuel Perez Arjona, text=nigeria no debería de tragarselo porque son nueve palabras, info=http://www.example.com",OK
