timestamp,test-class,test-method,time,description,result
2021-08-23 17:05:08.771,acme.testing.anonymous.shout.AnonymousListTest,listAll,2377,"[1] recordIndex=0, moment=2021/08/22 19:30, author=Jhon Doe, text=I'm happy!, info=null",OK
2021-08-23 17:05:11.56,acme.testing.anonymous.shout.AnonymousListTest,listAll,2341,"[2] recordIndex=1, moment=2021/08/22 12:55, author=Francisco, text=I'm sad!, info=http://www.realmadrid.com",OK
2021-08-23 17:05:14.179,acme.testing.anonymous.shout.AnonymousListTest,listAll,2231,"[3] recordIndex=2, moment=2021/08/22 01:30, author=Javier, text=I love github!, info=http://github.com",OK
2021-08-23 17:05:16.87,acme.testing.anonymous.shout.AnonymousListTest,listAll,2290,"[4] recordIndex=3, moment=2021/08/22 01:30, author=Misco, text=I dont know, info=null",OK
2021-08-23 17:05:19.572,acme.testing.anonymous.shout.AnonymousListTest,listAll,2249,"[5] recordIndex=4, moment=2021/08/22 12:55, author=Fernando, text=Good work as a team!, info=https://www.google.com",OK
2021-08-23 17:05:22.162,acme.testing.anonymous.shout.AnonymousListTest,listAll,2197,"[6] recordIndex=5, moment=2021/08/22 12:55, author=Manuel, text=We have a reunion today, info=https://discord.com",OK
2021-08-23 17:05:39.066,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3813,"[1] recordIndex=5, author=ATH-01, text=Text 1, info=http://www.example.com",Expected value 'ATH-01' in attribute 1 of record 5, but found 'Manuel'
2021-08-23 17:05:43.077,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3594,"[2] recordIndex=6, author=ATH-02, text=Text 2, info=http://www.example.com",Expected value 'ATH-02' in attribute 1 of record 6, but found 'ATH-01'
2021-08-23 17:05:46.898,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3476,"[3] recordIndex=7, author=ATH-03, text=Text 3, info=http://www.example.com",Expected value 'ATH-03' in attribute 1 of record 7, but found 'ATH-02'
2021-08-23 17:05:51.033,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3771,"[4] recordIndex=8, author=ATH-04, text=viagra esto debería aceptar el spam porque supera el umbral predefinido, info=http://www.example.com",Expected value 'ATH-04' in attribute 1 of record 8, but found 'ATH-03'
2021-08-23 17:05:54.91,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3503,"[5] recordIndex=9, author=ATH-05, text=Text 5, info=null",Expected value 'ATH-05' in attribute 1 of record 9, but found 'ATH-04'
2021-08-23 17:05:57.753,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2414,"[1] recordIndex=0, author=null, text=Text 1, info=http://www.example.com",OK
2021-08-23 17:06:00.775,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2562,"[2] recordIndex=1, author=Alex, text=Text 2, info=http://www.example.com",OK
2021-08-23 17:06:03.752,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2442,"[3] recordIndex=2, author=Alejandro Manuel Perez Arjona, text=nigeria no debería de tragarselo porque son nueve palabras, info=http://www.example.com",OK
2021-08-23 17:06:06.543,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2377,"[4] recordIndex=3, author=ATH-02, text=null, info=http://www.example.com",OK
2021-08-23 17:06:09.451,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2538,"[5] recordIndex=4, author=ATH-03, text=Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres…, info=http://www.example.com",OK
2021-08-23 17:06:12.405,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2448,"[6] recordIndex=5, author=ATH-04, text=viagra nigeria, info=http://www.example.com",OK
2021-08-23 17:06:15.271,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2437,"[7] recordIndex=6, author=ATH-05, text=Esto es un text bien redactado, info=hola",OK
